sequence,mesh terms,abstract
"[('administration', 'E02.319.283.199'), ('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('antineoplastic combined chemotherapy protocols', 'E02.319.310.037'), ('boron compounds', 'D02.203'), ('dexamethasone', 'D04.210.500.908.238'), ('dose-response relationship', 'N06.850.810.250.180'), ('double-blind method', 'N06.850.520.445.300'), ('drug administration schedule', 'E02.319.283'), ('drug eruptions', 'C25.100.468.380'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('glycine', 'D12.125.481'), ('hematologic diseases', 'C15.378'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('leukocyte count', 'G09.188.105.595'), ('middle aged', 'M01.060.116.630'), ('multiple myeloma', 'C20.683.780.650'), ('nausea', 'C23.888.821.712'), ('peripheral nervous system diseases', 'C10.668.829'), ('platelet count', 'G09.188.105.700'), ('thalidomide', 'D03.633.100.513.750.750'), ('vomiting', 'C23.888.821.937.080')]","['Administration, Oral', 'Adult', 'Aged', 'Aged, 80 and over', 'Antineoplastic Combined Chemotherapy Protocols', 'Boron Compounds', 'Dexamethasone', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Drug Administration Schedule', 'Drug Eruptions', 'Follow-Up Studies', 'Glycine', 'Hematologic Diseases', 'Humans', 'Leukocyte Count', 'Male', 'Middle Aged', 'Multiple Myeloma', 'Nausea', 'Peripheral Nervous System Diseases', 'Platelet Count', 'Thalidomide', 'Vomiting']",b'To examine the potential moderating effects of mental health symptoms on the efficacy of compensatory cognitive training (CCT) for Operation Enduring Freedom/Operation Iraqi Freedom/Operation New Dawn veterans with a history of mild traumatic brain injury (mTBI).'
"[('adult', 'M01.060.116'), ('anxiety', 'F03.625.047'), ('bifidobacterium longum', 'B03.510.460.400.400.049.100.500'), ('brain', 'A08.186.211'), ('canada', 'Z01.107.567.176'), ('depression', 'G07.690.773.750'), ('diarrhea', 'C23.888.821.214.500'), ('double-blind method', 'N06.850.520.445.300'), ('emotions', 'F01.470'), ('feces', 'A12.459'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('irritable bowel syndrome', 'C06.405.469.158.272.608'), ('magnetic resonance imaging', 'E04.502.515'), ('middle aged', 'M01.060.116.630'), ('pilot projects', 'N06.850.520.450.720'), ('probiotics', 'J02.500.456.500'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('quality of life', 'N06.850.505.400.425.837'), ('surveys and questionnaires', 'N06.850.520.308.980'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adult', 'Anxiety', 'Bifidobacterium longum', 'Brain', 'Canada', 'Depression', 'Diarrhea', 'Double-Blind Method', 'Emotions', 'Feces', 'Female', 'Humans', 'Irritable Bowel Syndrome', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Pilot Projects', 'Probiotics', 'Prospective Studies', 'Quality of Life', 'Surveys and Questionnaires', 'Treatment Outcome']","b'Probiotics can reduce symptoms of irritable bowel syndrome (IBS), but little is known about their effects on psychiatric comorbidities. We performed a prospective study to evaluate the effects of Bifidobacterium longum NCC3001 (BL) on anxiety and depression in patients with IBS.'"
"[('adult', 'M01.060.116'), ('anxiety', 'F03.625.047'), ('bifidobacterium longum', 'B03.510.460.400.400.049.100.500'), ('brain', 'A08.186.211'), ('canada', 'Z01.107.567.176'), ('depression', 'G07.690.773.750'), ('diarrhea', 'C23.888.821.214.500'), ('double-blind method', 'N06.850.520.445.300'), ('emotions', 'F01.470'), ('feces', 'A12.459'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('irritable bowel syndrome', 'C06.405.469.158.272.608'), ('magnetic resonance imaging', 'E04.502.515'), ('middle aged', 'M01.060.116.630'), ('pilot projects', 'N06.850.520.450.720'), ('probiotics', 'J02.500.456.500'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('quality of life', 'N06.850.505.400.425.837'), ('surveys and questionnaires', 'N06.850.520.308.980'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adult', 'Anxiety', 'Bifidobacterium longum', 'Brain', 'Canada', 'Depression', 'Diarrhea', 'Double-Blind Method', 'Emotions', 'Feces', 'Female', 'Humans', 'Irritable Bowel Syndrome', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Pilot Projects', 'Probiotics', 'Prospective Studies', 'Quality of Life', 'Surveys and Questionnaires', 'Treatment Outcome']",b'Efficacy of live oral rotavirus vaccines is reduced in low-income compared with high-income settings. Parenteral non-replicating rotavirus vaccines might offer benefits over oral vaccines. We assessed the safety and immunogenicity of the P2-VP8-P[8] subunit rotavirus vaccine at different doses in South African toddlers and infants.'
"[('aged', 'M01.060.116.100.080'), ('counseling', 'N02.421.461.363'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('patient education as topic', 'N02.421.726.407.680'), ('quality of life', 'N06.850.505.400.425.837'), ('vulvar neoplasms', 'C13.351.937.418.968')]","['Aged', 'Counseling', 'Female', 'Humans', 'Middle Aged', 'Patient Education as Topic', 'Quality of Life', 'Vulvar Neoplasms']","b'To determine whether written information and/or counseling based on the WOMAN-PRO II Program decreases symptom prevalence in women with vulvar neoplasia by a clinically relevant degree, and to explore the differences between the 2 interventions in symptom prevalence, symptom distress prevalence, and symptom experience.'"
"[('aged', 'M01.060.116.100.080'), ('counseling', 'N02.421.461.363'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('patient education as topic', 'N02.421.726.407.680'), ('quality of life', 'N06.850.505.400.425.837'), ('vulvar neoplasms', 'C13.351.937.418.968')]","['Aged', 'Counseling', 'Female', 'Humans', 'Middle Aged', 'Patient Education as Topic', 'Quality of Life', 'Vulvar Neoplasms']","b'Diabetes mellitus is a dangerous disease worldwide. Indonesia has 10 million diabetic and 17.9 million prediabetic citizens. Unfortunately, less than half of these diabetic individuals are aware of their conditions and less than 1% of those receiving medical treatment achieve their healing targets. Because acupressure is believed to be an effective treatment without the use of drugs, in this study we investigated acupressure as a comfortable and effective way of treating patients with diabetes mellitus. This pilot study involved 30 participants who were split into two groups: 15 each in the experimental and the control groups. The experimental group underwent acupressure at the Zusanli (ST-36) acupoint for 30 minutes per visit for 11 weeks, whereas the control group continued their regular treatment; participants in both groups had their blood glucose randomly checked weekly. Data were analyzed using the Generalized Estimating Equation model; the result showed that the two groups were significantly different (p=0.331 > \xce\xb1=0.05; mean difference=99.14; Bonferroni sig. p=0.000 < \xce\xb1=0.05) and that acupressure at ST-36 was effective in reducing blood sugar. This research showed that acupressure was an effective method for reducing blood glucose and was helpful for reducing complications due to diabetes.'"
"[('acupuncture therapy', 'E02.190.044'), ('diabetic neuropathies', 'C19.246.099.937'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('indians', 'M01.686.508.150.625'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('peripheral nervous system diseases', 'C10.668.829')]","['Acupuncture Therapy', 'Diabetic Neuropathies', 'Female', 'Humans', 'Indians, North American', 'Male', 'Middle Aged', 'Pain', 'Peripheral Nervous System Diseases']","b'Diabetic peripheral neuropathy (DPN) develops in 30% of type 2 diabetes patients, increases the risk for foot ulcers and amputation, and is a significant source of disability and medical costs. Treatment remains challenging, propelling research to focus on therapeutic methods that aim to improve blood circulation or ameliorate oxidative stress that drives development of DPN. The aim of this study was to assess the effectiveness of acupuncture treatment for DPN symptoms and lower extremity arterial circulation in people with type 2 diabetes. Twenty-five patients seen at a Southern California Tribal Health Center who reported a threshold level of diabetic neuropathy symptoms in the lower extremities during the previous 4 weeks received acupuncture treatment once per week over a 10-week period between 2011 and 2013. The Neuropathy Total Symptom Scale (NTSS-6), Neuropathy Disability Score (NDS), and laser Doppler fluxmetry (LDF) were used for assessment at baseline and 10 weeks. A total of 19 of 25 study participants completed the study and reported a significant reduction in the NTSS symptoms of aching pain, burning pain, prickling sensation, numbness, and allodynia. Lancinating pain did not decrease significantly. LDF measures improved but not significantly. Acupuncture may effectively ameliorate selected DPN symptoms in these American Indian patients.'"
"[('acupuncture therapy', 'E02.190.044'), ('diabetic neuropathies', 'C19.246.099.937'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('indians', 'M01.686.508.150.625'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('peripheral nervous system diseases', 'C10.668.829')]","['Acupuncture Therapy', 'Diabetic Neuropathies', 'Female', 'Humans', 'Indians, North American', 'Male', 'Middle Aged', 'Pain', 'Peripheral Nervous System Diseases']","b'Transcutaneous electrical nerve stimulation (TENS) is a widely-practiced method to increase blood flow in clinical practice. The best location for stimulation to achieve optimal blood flow has not yet been determined. We compared the effect of TENS application at sympathetic ganglions and acupuncture points on blood flow in the foot of healthy individuals. Seventy-five healthy individuals were randomly assigned to three groups. The first group received cutaneous electrical stimulation at the thoracolumbar sympathetic ganglions. The second group received stimulation at acupuncture points. The third group received stimulation in the mid-calf area as a control group. Blood flow was recorded at time zero as baseline and every 3 minutes after baseline during stimulation, with a laser Doppler flow-meter. Individuals who received sympathetic ganglion stimulation showed significantly greater blood flow than those receiving acupuncture point stimulation or those in the control group (p<0.001). Data analysis revealed that blood flow at different times during stimulation increased significantly from time zero in each group. Therefore, the application of low-frequency TENS at the thoracolumbar sympathetic ganglions was more effective in increasing peripheral blood circulation than stimulation at acupuncture points.'"
"[('acupuncture therapy', 'E02.190.044'), ('adult', 'M01.060.116'), ('cesarean section', 'E04.520.252.500.150'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('ileus', 'C06.405.469.531.492'), ('pregnancy', 'G08.686.784.769.580'), ('prospective studies', 'N06.850.520.450.500.750.650')]","['Acupuncture Therapy', 'Adult', 'Cesarean Section', 'Female', 'Humans', 'Ileus', 'Pregnancy', 'Prospective Studies']","b""Postoperative ileus (POI) is a common complication after most abdominal surgeries including cesarean section. It is associated with longer hospitalization and increased medical costs. This study is a randomized controlled trial investigating the effect of acupressure, and low-cost noninvasive traditional treatment, on POI symptoms after cesarean section. A total of 120 patients were randomly divided into two groups; the treatment group received two sessions of acupressure (an hour after attending the women's division; and 3 hours after the first session), each lasting 20 minutes. The time of flatus and defecation, time to presence of bowel sounds, and duration of postoperative bed rest were monitored. Patients in the treatment group had a shorter time to presence of bowel sounds compared with those in the control group (p<0.001), as well as shorter time to first passage of flatus (p<0.001) and shorter postoperative bed rest (p=0.005). However, the time to first defecation was not statistically significant (p=0.311). Acupressure has potential positive impacts on attenuating POI symptoms after cesarean section, and can be used as a low-cost noninvasive nursing care to reduce POI incidence and intensity after cesarean section."""
"[('acupuncture therapy', 'E02.190.044'), ('adult', 'M01.060.116'), ('cesarean section', 'E04.520.252.500.150'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('ileus', 'C06.405.469.531.492'), ('pregnancy', 'G08.686.784.769.580'), ('prospective studies', 'N06.850.520.450.500.750.650')]","['Acupuncture Therapy', 'Adult', 'Cesarean Section', 'Female', 'Humans', 'Ileus', 'Pregnancy', 'Prospective Studies']","b'Prenatal anxiety and depression are distressing for the expectant mother and can have adverse effects on her fetus and subsequently, her child. This study aimed to determine whether listening to specially composed songs would be an effective intervention for reducing symptoms of prenatal anxiety and depression.'"
"[('adult', 'M01.060.116'), ('boraginaceae', 'B01.650.940.800.575.100.150'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('plant extracts', 'D26.667'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('skin diseases', 'C18.452.880'), ('skin transplantation', 'E04.936.580.700'), ('wound healing', 'G16.762.891'), ('young adult', 'M01.060.116.815')]","['Adult', 'Boraginaceae', 'Female', 'Humans', 'Male', 'Middle Aged', 'Plant Extracts', 'Prospective Studies', 'Skin Diseases', 'Skin Transplantation', 'Wound Healing', 'Young Adult']","b'A prospective, randomized, placebo-controlled clinical trial was conducted to compare the healing effectiveness of Alkanna tinctoria (L.) Tausch (Boraginaceae) with standard dressing on wound healing at the donor site after removal of the skin graft.'"
"[('adult', 'M01.060.116'), ('boraginaceae', 'B01.650.940.800.575.100.150'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('plant extracts', 'D26.667'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('skin diseases', 'C18.452.880'), ('skin transplantation', 'E04.936.580.700'), ('wound healing', 'G16.762.891'), ('young adult', 'M01.060.116.815')]","['Adult', 'Boraginaceae', 'Female', 'Humans', 'Male', 'Middle Aged', 'Plant Extracts', 'Prospective Studies', 'Skin Diseases', 'Skin Transplantation', 'Wound Healing', 'Young Adult']","b""Objective: To evaluate the efficacy and safety of Saccharomyces boulardii in the prevention of antibiotic-associated diarrhea (AAD) in infants and young children. Method: From November 2012 to September 2013, ten research units of large teaching hospitals or children's hospitals participated in this multicenter randomized controlled clinical trial. Hospitalized young children aged between 1 month and 3 years (nongastrointestinal infection and antibiotic therapy required)were involved in our study. The children were randomly divided into control group and prevention group by means of block random allocation method. The control group received antibiotic therapy and other conventional treatment. The prevention group was given additional Saccharomyces boulardii (250 mg/d) orally. Diarrhea rates of two groups were compared both during the usage of antibiotics and within 14 days after the antibiotics withdrawal. The adverse reactions of Saccharomyces boulardii were observed all through this study. The results were analyzed by \xcf\x87(2) test or Kruskal-Wallis test or t test. Result: Totally 408 cases (213 cases in prevention group and 195 cases in control group) were enrolled. The age ranged from 1 month to 3 years, with an average age of 1.14 years. The basic diseases were parenteral infections: 368 cases with different kinds of respiratory tract infections or pneumonia, 10 cases of bacterial meningitis, 9 cases with septicemia or sepsis, 6 cases with pertussis or pertussis like syndrome, 5 cases with urinary infection, 5 cases with skin or subcutaneous tissue infections, 3 cases of Kawasaki disease, one with scarlet fever and one with congenital syphilis. During the administration of antibiotics, the incidence of AAD in prevention group was 10.3% (22 cases), which was significantly lower than that of control group (57 cases, 29.2%, \xcf\x87(2)=23.296, P<0.05). Within 14 days after the discontinuation of antibiotics, the percent of new diarrhea cases in prevention group (2.4%, 5/213) was also significantly lower than that in control group (16.4%, 32/195, \xcf\x87(2)=23.4, P<0.05). Further analysis revealed that the rate of AAD in children less than or equal to 1 year old (25.1%, 52/207) was significantly higher than that of over 1 year old (13.4%, 27/201, \xcf\x87(2)=8.922, P<0.05). The incidence of AAD in children treated with antibiotics for more than 5 days was 22.2%(60/270), which was significantly higher than that of less than or equal to 5 days (13.8%, 19/138, \xcf\x87(2)=4.180, P<0.05). Although no significant difference was observed, the AAD rate of patients with combined use of two antibiotics was higher than that of using one. During the antibiotic therapy, compared with the control group, the risk of AAD in children under 1 year old was reduced by 52% (\xcf\x87(2)=9.217, P<0.05), and 91% (\xcf\x87(2)=20.35, P<0.05) in the children over 1 year old in prevention group. The risk of AAD of prevention group decreased by 66% (\xcf\x87(2)=13.67, P<0.05) in patients treated with one antibiotics, and 65% in children with combined use of antibiotics (\xcf\x87(2)=10.57, P<0.05). In patients treated with antibiotics for less than or equal to 5 days, the risk of AAD decreased by 74% in prevention group (\xcf\x87(2)=7.38, P<0.05); and 63% if the course lasted for over 5 days (\xcf\x87(2)=16.87, P<0.05). Within 14 days after the withdrawal of antibiotics, compared with the control group, the risk of diarrhea in the prevention group decreased by 82% (\xcf\x87(2)=13.35, P<0.05) in infants (\xe2\x89\xa41 year old) and 93% (\xcf\x87(2)=12.00, P<0.05) in children (>1 year old); the risk of diarrhea was reduced by 86% (\xcf\x87(2)=9.57, P<0.05) and 87% (\xcf\x87(2)=17.71, P<0.05) respectively in prevention group with single and combined use of antibiotics. In patients treated with antibiotics for more than 5 days, the risk of diarrhea in prevention group was reduced by 63% (\xcf\x87(2)=22.79, P<0.05), while there was no significant difference if the antibiotics course was less than or equal to 5 days (\xcf\x87(2)=2.97, P>0.05). No adverse effects related with Saccharomyces boulardii were observed in our study. Conclusion:Saccharomyces boulardii is effective and safe to prevent AAD of infants and young children both during the usage of antibiotics and up to 14 days after drug discontinuance. It can be one of the drugs of for choice prevention of AAD in infants and young children. Trial registration Chinese Clinical Trial Tegister, ChiECRCT-2012-25."""
"[('adult', 'M01.060.116'), ('anti-inflammatory agents', 'D27.505.954.329.030'), ('antirheumatic agents', 'D27.505.954.329'), ('biological products', 'D20.215'), ('disability evaluation', 'E01.370.400'), ('double-blind method', 'N06.850.520.445.300'), ('drug substitution', 'N02.421.668.778.500.312'), ('etanercept', 'D12.776.543.750.705.852.760.232'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('magnetic resonance imaging', 'E04.502.515'), ('remission induction', 'E02.860'), ('spine', 'A02.835.232.834'), ('spondylarthritis', 'C05.550.114.865'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800'), ('tumor necrosis factor-alpha', 'D23.529.374.750.626')]","['Adult', 'Anti-Inflammatory Agents, Non-Steroidal', 'Antirheumatic Agents', 'Biological Products', 'Disability Evaluation', 'Double-Blind Method', 'Drug Substitution', 'Etanercept', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Remission Induction', 'Spine', 'Spondylarthritis', 'Time Factors', 'Treatment Outcome', 'Tumor Necrosis Factor-alpha']","b'To evaluate the long-term clinical and imaging efficacy of etanercept in patients with early, active nonradiographic axial spondyloarthritis (SpA).'"
"[('adult', 'M01.060.116'), ('anti-inflammatory agents', 'D27.505.954.329.030'), ('antirheumatic agents', 'D27.505.954.329'), ('biological products', 'D20.215'), ('disability evaluation', 'E01.370.400'), ('double-blind method', 'N06.850.520.445.300'), ('drug substitution', 'N02.421.668.778.500.312'), ('etanercept', 'D12.776.543.750.705.852.760.232'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('magnetic resonance imaging', 'E04.502.515'), ('remission induction', 'E02.860'), ('spine', 'A02.835.232.834'), ('spondylarthritis', 'C05.550.114.865'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800'), ('tumor necrosis factor-alpha', 'D23.529.374.750.626')]","['Adult', 'Anti-Inflammatory Agents, Non-Steroidal', 'Antirheumatic Agents', 'Biological Products', 'Disability Evaluation', 'Double-Blind Method', 'Drug Substitution', 'Etanercept', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Remission Induction', 'Spine', 'Spondylarthritis', 'Time Factors', 'Treatment Outcome', 'Tumor Necrosis Factor-alpha']","b'Higher HIV diversity has been associated with virologic outcomes in children on antiretroviral treatment (ART). We examined the association of HIV diversity with virologic outcomes in adults from the HPTN 052 trial who initiated ART at CD4 cell counts of 350-550 cells/mm3. A high resolution melting (HRM) assay was used to analyze baseline (pre-treatment) HIV diversity in six regions in the HIV genome (two in gag, one in pol, and three in env) from 95 participants who failed ART. We analyzed the association of HIV diversity in each genomic region with baseline (pre-treatment) factors and three clinical outcomes: time to virologic suppression after ART initiation, time to ART failure, and emergence of HIV drug resistance at ART failure. After correcting for multiple comparisons, we did not find any association of baseline HIV diversity with demographic, laboratory, or clinical characteristics. For the 18 analyses performed for clinical outcomes evaluated, there was only one significant association: higher baseline HIV diversity in one of the three HIV env regions was associated with longer time to ART failure (p = 0.008). The HRM diversity assay may be useful in future studies exploring the relationship between HIV diversity and clinical outcomes in individuals with HIV infection.'"
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('conflict (psychology)', 'F01.658.209'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('interpersonal relations', 'F01.829.401'), ('middle aged', 'M01.060.116.630'), ('return to work', 'N01.824.245.725'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Conflict (Psychology)', 'Female', 'Humans', 'Interpersonal Relations', 'Male', 'Middle Aged', 'Return to Work', 'Young Adult']","b'Given their flexibility, online interventions may be useful as an outpatient treatment option to support vocational reintegration after inpatient rehabilitation. To that purpose we devised a transdiagnostic psychodynamic online intervention to facilitate return to work, focusing on interpersonal conflicts at the workplace often responsible for work-related stress.'"
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('conflict (psychology)', 'F01.658.209'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('interpersonal relations', 'F01.829.401'), ('middle aged', 'M01.060.116.630'), ('return to work', 'N01.824.245.725'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Conflict (Psychology)', 'Female', 'Humans', 'Interpersonal Relations', 'Male', 'Middle Aged', 'Return to Work', 'Young Adult']",b'ClinicalTrials.gov NCT01506570.'
"[('adolescent', 'M01.643.154'), ('child', 'M01.643.364'), ('double-blind method', 'N06.850.520.445.300'), ('growth', 'G07.345.249'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('mongolia', 'Z01.252.474.651'), ('placebos', 'E02.785'), ('urban population', 'N01.600.900'), ('vitamin d', 'D04.210.500.812.768')]","['Adolescent', 'Child', 'Double-Blind Method', 'Female', 'Growth', 'Humans', 'Male', 'Mongolia', 'Placebos', 'Urban Population', 'Vitamin D']",b'Symptomatic vitamin D deficiency is associated with slowed growth in children. It is unknown whether vitamin D repletion in children with asymptomatic serum vitamin D deficiency can restore normal growth.'
"[('adolescent', 'M01.643.154'), ('child', 'M01.643.364'), ('double-blind method', 'N06.850.520.445.300'), ('growth', 'G07.345.249'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('mongolia', 'Z01.252.474.651'), ('placebos', 'E02.785'), ('urban population', 'N01.600.900'), ('vitamin d', 'D04.210.500.812.768')]","['Adolescent', 'Child', 'Double-Blind Method', 'Female', 'Growth', 'Humans', 'Male', 'Mongolia', 'Placebos', 'Urban Population', 'Vitamin D']","b'A majority of menstruating women experience some degree of regular recurrences of diverse symptoms-commonly known as premenstrual syndrome (PMS)-during the days before menstruation. Given the multifactorial etiology of PMS, no single treatment is universally recognized as effective, and many women turn to alternative modalities, including aromatherapy. The present study investigated therapeutic effects on premenstrual symptoms using fragrance from yuzu, a Japanese citrus fruit (Citrus junos Sieb. ex Tanaka), and aromatherapy, from the perspective of autonomic nervous system function.'"
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('anisometropia', 'C11.744.126'), ('astigmatism', 'C11.744.212'), ('axial length', 'E01.370.600.115.100.660.500'), ('eye', 'E07.695.225'), ('child', 'M01.643.364'), ('cornea', 'A09.371.060.217'), ('corneal topography', 'E01.370.380.150'), ('disease progression', 'C23.550.291.656'), ('eyeglasses', 'E07.632.500.300'), ('finland', 'Z01.542.816.186'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('forecasting', 'I01.320'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('myopia', 'C11.744.636.500'), ('prevalence', 'N06.850.520.308.985.525.750'), ('refraction', 'G14.760'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Anisometropia', 'Astigmatism', 'Axial Length, Eye', 'Child', 'Cornea', 'Corneal Topography', 'Disease Progression', 'Eyeglasses', 'Female', 'Finland', 'Follow-Up Studies', 'Forecasting', 'Humans', 'Male', 'Myopia', 'Prevalence', 'Refraction, Ocular', 'Young Adult']",b'To study anisometropia of spherical equivalent and astigmatism from the onset of myopia at school age to adulthood.'
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('anisometropia', 'C11.744.126'), ('astigmatism', 'C11.744.212'), ('axial length', 'E01.370.600.115.100.660.500'), ('eye', 'E07.695.225'), ('child', 'M01.643.364'), ('cornea', 'A09.371.060.217'), ('corneal topography', 'E01.370.380.150'), ('disease progression', 'C23.550.291.656'), ('eyeglasses', 'E07.632.500.300'), ('finland', 'Z01.542.816.186'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('forecasting', 'I01.320'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('myopia', 'C11.744.636.500'), ('prevalence', 'N06.850.520.308.985.525.750'), ('refraction', 'G14.760'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Anisometropia', 'Astigmatism', 'Axial Length, Eye', 'Child', 'Cornea', 'Corneal Topography', 'Disease Progression', 'Eyeglasses', 'Female', 'Finland', 'Follow-Up Studies', 'Forecasting', 'Humans', 'Male', 'Myopia', 'Prevalence', 'Refraction, Ocular', 'Young Adult']","b'Tracheotomy is a common procedure. A reliable method of securing the tracheotomy tube is essential to minimize accidental decannulation. However, skin breakdown has been reported in \xe2\x88\xbc30% of patients. We sought to evaluate rates of skin-related complications and accidental decannulation with the use of Velcro ties compared to twill ties.'"
"[('aged', 'M01.060.116.100.080'), ('arthroscopy', 'E04.555.113'), ('debridement', 'E04.176'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('drugs', 'D26.371'), ('feasibility studies', 'N06.850.520.450.550'), ('glucosamine', 'D09.067.342.531'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('liver', 'E07.858.082.620'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('knee', 'A01.378.610.450'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Aged', 'Arthroscopy', 'Debridement', 'Double-Blind Method', 'Drug Therapy, Combination', 'Drugs, Chinese Herbal', 'Feasibility Studies', 'Female', 'Glucosamine', 'Humans', 'Liver', 'Male', 'Middle Aged', 'Osteoarthritis, Knee', 'Treatment Outcome']",b'Arthroscopy was used to observe the clinical effect of liver-softening medicine for treating knee osteoarthritis (OA).'
"[('aged', 'M01.060.116.100.080'), ('arthroscopy', 'E04.555.113'), ('debridement', 'E04.176'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('drugs', 'D26.371'), ('feasibility studies', 'N06.850.520.450.550'), ('glucosamine', 'D09.067.342.531'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('liver', 'E07.858.082.620'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('knee', 'A01.378.610.450'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Aged', 'Arthroscopy', 'Debridement', 'Double-Blind Method', 'Drug Therapy, Combination', 'Drugs, Chinese Herbal', 'Feasibility Studies', 'Female', 'Glucosamine', 'Humans', 'Liver', 'Male', 'Middle Aged', 'Osteoarthritis, Knee', 'Treatment Outcome']","b'Intense physical training increases oxidative stress and inflammation, resulting into muscle and cellular damage. The aim of this study was to analyze the effect of caffeine supplementation on trained young individuals subjected to two treadmill maximal tests.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('causality', 'N06.850.490.625'), ('decompression', 'G01.374.715.250.500'), ('equipment failure analysis', 'E05.325.192'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('longitudinal studies', 'N06.850.520.450.500.750.500'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('prevalence', 'N06.850.520.308.985.525.750'), ('prostheses and implants', 'E07.695'), ('prosthesis design', 'E07.695.680'), ('risk factors', 'N06.850.520.830.600.800.725'), ('spinal stenosis', 'C05.116.900.825'), ('survival rate', 'N06.850.520.308.985.550.900'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adult', 'Aged', 'Aged, 80 and over', 'Causality', 'Decompression, Surgical', 'Equipment Failure Analysis', 'Female', 'Humans', 'Longitudinal Studies', 'Male', 'Middle Aged', 'Pain', 'Prevalence', 'Prostheses and Implants', 'Prosthesis Design', 'Risk Factors', 'Spinal Stenosis', 'Survival Rate', 'Treatment Outcome', 'Young Adult']",b'To determine 4-year clinical outcomes in patients with moderate lumbar spinal stenosis treated with minimally invasive stand-alone interspinous process decompression using the Superion device.'
