mesh terms,abstract,sequence
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'The primary aim of this independent prospective randomised trial was to compare serum metal ion levels for ceramic-on-metal (CoM) and metal-on-metal (MoM) bearing surfaces in total hip arthroplasty (THA). Our one-year results demonstrated elevation in metal ion levels above baseline with no significant difference between the CoM and MoM groups. This paper reviews the five-year data.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']","b'In this study, we aimed to investigate the efficacy of combined orthodontic-periodontic treatment in the treatment of patients with periodontitis and its effects on the levels of inflammatory cytokines.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'The purpose of this study was to compare the in-vivo failure rates of single-thread and dual-thread temporary anchorage device (TAD) designs over 18\xc2\xa0months.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'Pacing in vasovagal syncope remains controversial.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'Recommendations for physical activity in patients with stable coronary heart disease (CHD) are based\xc2\xa0on modest evidence.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'According to this study.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']","b'Cytosine arabinoside (AraC) remains the backbone of most treatment regimens for acute myeloid leukemia (AML). Incorporation of AraC into DNA activates checkpoint kinase 1 (Chk1), leading to cell-cycle arrest and diminished AraC cytotoxicity, which can be reversed by the selective Chk1 inhibitor MK-8776. Building on a Phase I trial, we conducted a phase II trial comparing timed sequential AraC with or without MK-8776.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']","b'SB2 is a biosimilar to the reference infliximab (INF). Similar efficacy, safety and immunogenicity between SB2 and INF up to 30 weeks were previously reported. This report investigates such clinical similarity up to 54 weeks, including structural joint damage.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']",b'To compare 10-year disease outcomes of RA patients who have continuous low disease activity and are on MTX with or without initial combination therapy with infliximab or prednisone and SSZ.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Arthroplasty, Replacement, Hip', 'Biomarkers', 'Ceramics', 'Chromium', 'Cobalt', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hip Prosthesis', 'Humans', 'Male', 'Metal-on-Metal Joint Prostheses', 'Middle Aged', 'Osteoarthritis, Hip', 'Prospective Studies', 'Prosthesis Design', 'Registries', 'Time Factors', 'Treatment Outcome']","b'In October 2013, Tanzania adopted Option B+ under which HIV-positive pregnant women are initiated on antiretroviral therapy in reproductive and child health clinics at diagnosis. Studies have shown that adherence and retention to antiretroviral treatment can be problematic.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('biomarkers', 'D23.101.140'), ('ceramics', 'J01.637.153'), ('chromium', 'D01.552.544.175'), ('cobalt', 'D01.552.544.185'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hip prosthesis', 'E07.695.400.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metal-on-metal joint prostheses', 'E07.695.400.705'), ('middle aged', 'M01.060.116.630'), ('osteoarthritis', 'C05.799.613.750'), ('hip', 'A01.378.610.400'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('prosthesis design', 'E07.695.680'), ('registries', 'N06.850.520.308.970'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Quadruple therapy is recommended as second-line treatment for Helicobacter pylori eradication failure. However, high cost, multiple side effects, and low adherence rates are major drawbacks to its routine use. Our aim was to compare the efficacy and safety of sequential versus quadruple regimens as second line treatment for persistent Helicobacter pylori infection.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Currently, no pharmacological treatment can modify the natural history of aortic valve stenosis (AS). This underlines the critical need to explore novel treatment strategies, which could postpone or prevent the need for aortic valve replacement in patients with asymptomatic AS. The objectives of this study were to investigate whether metoprolol reduce the hemodynamic and metabolic burden imposed by AS.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Healthy adults (n 30) participated in a placebo-controlled, randomised, double-blinded, cross-over study consisting of two 28 d treatments (\xce\xb22-1 fructan or maltodextrin; 3\xc3\x975 g/d) separated by a 14-d washout. Subjects provided 1 d faecal collections at days 0 and 28 of each treatment. The ability of faecal bacteria to metabolise \xce\xb22-1 fructan was common; eighty-seven species (thirty genera, and four phyla) were isolated using anaerobic medium containing \xce\xb22-1 fructan as the sole carbohydrate source. \xce\xb22-1 fructan altered the faecal community as determined through analysis of terminal restriction fragment length polymorphisms and 16S rRNA genes. Supplementation with \xce\xb22-1 fructan reduced faecal community richness, and two patterns of community change were observed. In most subjects, \xce\xb22-1 fructan reduced the content of phylotypes aligning within the Bacteroides, whereas increasing those aligning within bifidobacteria, Faecalibacterium and the family Lachnospiraceae. In the remaining subjects, supplementation increased the abundance of Bacteroidetes and to a lesser extent bifidobacteria, accompanied by decreases within the Faecalibacterium and family Lachnospiraceae. \xce\xb22-1 Fructan had no impact on the metagenome or glycoside hydrolase profiles in faeces from four subjects. Few relationships were found between the faecal bacterial community and various host parameters; Bacteroidetes content correlated with faecal propionate, subjects whose faecal community contained higher Bacteroidetes produced more caproic acid independent of treatment, and subjects having lower faecal Bacteroidetes exhibited increased concentrations of serum lipopolysaccharide and lipopolysaccharide binding protein independent of treatment. We found no evidence to support a defined health benefit for the use of \xce\xb22-1 fructans in healthy subjects.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Previously, we demonstrated similar human papillomavirus (HPV)16/18 vaccine efficacy estimates and stable HPV16/18 antibody levels four years postvaccination in a nonrandomized analysis of women who received a varying number of doses of the bivalent HPV16/18 vaccine. Here we extend data to seven years following initial vaccination.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'The long-term effects of chemotherapy are sparsely reported. Peripheral neuropathy (PN) is one of the most frequent toxicities associated with taxane use for the treatment of early-stage breast cancer. We investigated the impact of the three different docetaxel-based regimens and patient characteristics on long-term, patient-reported outcomes of PN and the impact of PN on long-term quality of life (QOL).'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Venous ulcers represent 70% of the lower limb ulcers. They are difficult to heal, requiring a correct diagnostic and therapeutic approach. Many products have been developed to healing, such as homologous platelet gel obtained from the platelet concentrate exceeding from blood transfusion.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'Chronic heart failure (CHF) is a common chronic disease that requires much care. This study aimed to explore the effects of collaborative care model (CCM) on patients with CHF. A total of 114 CHF patients were enrolled in this study, and were randomly and equally divided into two groups: control and experimental. Patients in the two groups received either usual care or CCM for 3 continuous months. The impacts of CCM on the self-care ability and quality of life were assessed using self-care of heart failure index and short form health survey 12, respectively. Further, cardiac function was assessed by measuring left ventricular ejection fraction (LVEF) and the level of N-terminal pro-B-type natriuretic peptide (NT-proBNP), and by the 6-min walking test. Clinical and demographic characteristics of patients in the control and CCM groups were statistically equivalent. Compared with usual care, CCM significantly enhanced self-care abilities of patients with CHF, including self-care maintenance, self-care management and self-care confidence (all P<0.05). The physical and mental quality of life was also significantly improved by CCM (P<0.01 or P<0.05). Compared with usual care, CCM significantly increased the LVEF (P<0.01), decreased the NT-proBNP level (P<0.01), and enhanced exercise capacity (P<0.001). In conclusion, CCM improved the self-care, quality of life and cardiac function of patients with CHF compared with usual care.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b""Surgeons commonly provide enoxaparin prophylaxis to high-risk patients to decrease venous thromboembolism risk. The authors' prior work demonstrated that most patients receive inadequate venous thromboembolism prophylaxis, based on anti-factor Xa level, when enoxaparin 40 mg/day is provided and that peak anti-factor Xa level correlates with weight. This study models a weight-based strategy for daily enoxaparin prophylaxis and its impact on anti-factor Xa levels.""","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']","b'The aim of this study was to explore the clinical value of ultrasonic monitoring in the assessment of pulmonary recruitment and the best positive end-expiratory pressure (PEEP).Between January 2015 and June 2017, 40 patients with acute respiratory distress syndrome in our hospital were randomly divided into 2 groups: ultrasound group (ULS group; n\xe2\x80\x8a=\xe2\x80\x8a20) and oxygenation group (OXY group; n\xe2\x80\x8a=\xe2\x80\x8a20). The PEEP incremental method was used to perform recruitment maneuvers. Ultrasound scoring and the oxygenation method were used to evaluate the pulmonary recruitment endpoint. The best PEEP was chosen by ultrasound scoring and the oxygenation method after achieving the pulmonary recruitment endpoint and sustaining it for 15\xe2\x80\x8aminutes.The oxygenation index, PEEP, peak airway pressure (Ppeak), mean airway pressure (Pmean), and dynamic compliance (Cdyn) in the OXY group were significantly lower than those in the ULS group (P\xe2\x80\x8a<\xe2\x80\x8a.05) at the pulmonary recruitment endpoint; however, there was no statistical significance in the mean arterial blood pressure (MAP) or heart rate (HR) (P\xe2\x80\x8a>\xe2\x80\x8a.05). The best PEEPs in the OXY and ULS groups were 13.1\xe2\x80\x8a\xc2\xb1\xe2\x80\x8a3.1 and 15.7\xe2\x80\x8a\xc2\xb1\xe2\x80\x8a4.2\xe2\x80\x8acmH2O, respectively, with a significant difference between the 2 groups (t\xe2\x80\x8a=\xe2\x80\x8a2.227, P\xe2\x80\x8a=\xe2\x80\x8a.016). Compared with the basal state, the Cdyn, oxygenation index, Pmean, and Ppeak in both groups significantly increased after pulmonary recruitment (P\xe2\x80\x8a<\xe2\x80\x8a.05). Furthermore, the Cdyn and oxygenation index in the ULS group were significantly higher than those in the OXY group after pulmonary recruitment (P\xe2\x80\x8a<\xe2\x80\x8a.05). The HR in both groups significantly increased, and the MAP significantly decreased. Two hours after recruitment, the HR and MAP returned to near basal levels without a significant difference between the 2 groups (P\xe2\x80\x8a>\xe2\x80\x8a.05).Lung ultrasound can be used to detect the endpoint of lung recruitment and the best PEEP, with good effects on lung compliance and oxygenation improvement.'","[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Anti-Bacterial Agents', 'Cohort Studies', 'Drug Therapy, Combination', 'Female', 'Helicobacter Infections', 'Helicobacter pylori', 'Humans', 'Male', 'Treatment Outcome']",b'This study aimed to assess the effectiveness and safety of percutaneous electrical nerve stimulation (PENS) in migraine treatment.',"[('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('cohort studies', 'N06.850.520.450.500.750'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('helicobacter infections', 'C01.252.400.466'), ('helicobacter pylori', 'B03.660.150.280.550'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']",b'The present study aimed to assess the efficacy and safety of thoracic paravertebral regional anesthesia (TPVBRA) in patients with breast cancer surgery.',"[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
